file_id,scope_origin,source_path,logical_document_id,title,batch,domain,classification,owner,revision,canonical_status,authority_resolution,review_status,internal_profile_source,derived_internal_review_tier,public_profile_source,derived_external_presentation_tier,visual_qa_status,github_handling,release_state,control_note
ZIP-0384,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/04_MAT_PHASE0_REVIEW/ENG-MAT-003_EMOPET_MAT_Phase0_KiCad_Release_Gate.docx,ENG-MAT-003,ENG-MAT-003_EMOPET_MAT_Phase0_KiCad_Release_Gate,BATCH 8,MAT,CONFIDENTIAL,Founder — EMOPET / Supplier Governance,1.0,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0385,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/04_MAT_PHASE0_REVIEW/ENG-MAT-004_EMOPET_MAT_Phase0_Static_Native_Validation.docx,ENG-MAT-004,ENG-MAT-004_EMOPET_MAT_Phase0_Static_Native_Validation,BATCH 8,MAT,CONFIDENTIAL,Founder — EMOPET / Supplier Governance,1.0,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0386,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/04_MAT_PHASE0_REVIEW/ENG-MAT-005_EMOPET_MAT_Phase0_Manufacturing_Release_Gate.docx,ENG-MAT-005,ENG-MAT-005_EMOPET_MAT_Phase0_Manufacturing_Release_Gate,BATCH 8,MAT,CONFIDENTIAL,Founder — EMOPET / Supplier Governance,1.0,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0387,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/ENG-TAG-001_EMOPET_TAG_Battery_And_Repairability_Feasibility_Gate.docx,ENG-TAG-001,ENG-TAG-001_EMOPET_TAG_Battery_And_Repairability_Feasibility_Gate,BATCH 8,TAG,CONFIDENTIAL,Founder — EMOPET / Supplier Governance,1.0,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0388,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/ANTENNA_Topology_KeepOut.docx,,ANTENNA_Topology_KeepOut,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0389,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/CHARGE_MCP73831_Gate.docx,,CHARGE_MCP73831_Gate,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0390,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/CHARGING_Connector_Placement.docx,,CHARGING_Connector_Placement,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0391,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/GNSS_L76K_Gate.docx,,GNSS_L76K_Gate,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0392,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/MECHANICAL_Envelope_Battery_FitCheck.docx,,MECHANICAL_Envelope_Battery_FitCheck,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0393,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/MIC_INMP441_Interface.docx,,MIC_INMP441_Interface,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0394,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/PCB_Thickness_1p0_vs_1p6.docx,,PCB_Thickness_1p0_vs_1p6,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0395,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/README_ENGINEERING_DECISION_INDEX_RevA2R1.docx,,README_ENGINEERING_DECISION_INDEX_RevA2R1,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0396,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/REMOTE_LOCATION_ARCHITECTURE_GATE.docx,,REMOTE_LOCATION_ARCHITECTURE_GATE,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1 — Amendment 2026-08-23 Product Input + Amendment 2026-08-23 Controlled Q1-Q5,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0397,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/REMOTE_LOCATION_V1_ARCHITECTURE_DOWNSELECT.docx,,REMOTE_LOCATION_V1_ARCHITECTURE_DOWNSELECT,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION FIELD INVALID,Founder — EMOPET / Supplier Governance,A.2R1 — Based on REMOTELOCATIONARCHITECTUREGATE.md Controlled Q1-Q5 2026-08-23,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0398,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/decisions/TEMPERATURE_TMP117_vs_NTC10K_Decision.docx,,TEMPERATURE_TMP117_vs_NTC10K_Decision,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0399,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/firmware/ICD_Final_DRAFT.docx,,ICD_Final_DRAFT,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0400,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/source_evidence/BATTERY_602030_EXACT_SOURCE_GATE_B1R.docx,,BATTERY_602030_EXACT_SOURCE_GATE_B1R,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION FIELD INVALID,Founder — EMOPET / Supplier Governance,B1R — Phase B1R Current-Capability Qualification Correction per instruction,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0401,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/source_evidence/BATTERY_PHASE2_SOURCE_READINESS_B1R.docx,,BATTERY_PHASE2_SOURCE_READINESS_B1R,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,B1R — Phase B1R Current-Capability Qualification Correction per instruction,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0402,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/source_evidence/REMOTE_LOCATION_HARDWARE_SOURCE_GATE_PHASE1R2.docx,,REMOTE_LOCATION_HARDWARE_SOURCE_GATE_PHASE1R2,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1 — Phase 1R2 Evidence Closure —,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0403,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/validation_targets/Autonomy_Measured.docx,,Autonomy_Measured,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0404,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/validation_targets/IP67_Sealing.docx,,IP67_Sealing,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0405,IMMUTABLE_SOURCE_ZIP_MEMBER,03_PARTNER_RELEASES/MOKO/CURRENT_r1.4/EXTRACTED_PACKAGE/EMOPET_MOKO_ENGINEERING_REVIEW_PACKAGE_v1.4/05_TAG_REVIEW/validation_targets/Mass_Budget.docx,,Mass_Budget,BATCH 8,TAG,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,A.2R1,PRESERVE FOR LINEAGE / EXACT r1.6 CONTENT GOVERNS CURRENT CANDIDATE,IMMUTABLE r1.4 SOURCE REFERENCE / SUPERSEDED FOR CURRENT CONTENT,RECONCILED 2026-08-28 — BATCH 8 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
